id,price
23829,10000083
23830,8888972
23831,8888973
23832,10000084
23833,10000084
23834,8888973
23835,8888974
23836,10000085
23837,10000085
23838,8888974
23839,8888975
23840,10000086
23841,10000086
23842,8888975
23843,8888976
23844,10000087
23845,10000087
23846,8888976
23847,8888977
23848,10000088
23849,10000088
23850,8888977
23851,8888978
23852,10000089
23853,10000089
23854,8888978
23855,8888979
23856,10000090
23857,10000090
23858,8888979
23859,8888980
23860,10000091
23861,10000091
23862,8888980
23863,8888981
23864,10000092
23865,10000092
23866,8888981
23867,8888982
23868,10000093
23869,10000093
23870,8888982
23871,8888983
23872,10000094
23873,10000094
23874,8888983
23875,8888984
23876,10000095
23877,10000095
23878,8888984
23879,8888985
23880,10000096
23881,10000096
23882,8888985
23883,8888986
23884,10000097
23885,10000097
23886,8888986
23887,8888987
23888,10000098
23889,10000098
23890,8888987
23891,8888988
23892,10000099
23893,10000099
23894,8888988
23895,8888989
23896,10000100
23897,10000100
23898,8888989
23899,8888990
23900,10000101
23901,10000101
23902,8888990
23903,8888991
23904,10000102
23905,10000102
23906,8888991
23907,8888992
23908,10000103
23909,10000103
23910,8888992
23911,8888993
23912,10000104
23913,10000104
23914,8888993
23915,8888994
23916,10000105
23917,10000105
23918,8888994
23919,8888995
23920,10000106
23921,10000106
23922,8888995
23923,8888996
23924,10000107
23925,10000107
23926,8888996
23927,8888997
23928,10000108
23929,10000108
23930,8888997
23931,8888998
23932,10000109
23933,10000109
23934,8888998
23935,8888999
23936,10000110
23937,10000110
23938,8888999
23939,8889000
23940,10000111
23941,10000111
23942,8889000
23943,8889001
23944,10000112
23945,10000112
23946,8889001
23947,8889002
23948,10000113
23949,10000113
23950,8889002
23951,8889003
23952,10000114
23953,10000114
23954,8889003
23955,8889004
23956,10000115
23957,10000115
23958,8889004
23959,8889005
23960,10000116
23961,10000116
23962,8889005
23963,8889006
23964,10000117
23965,10000117
23966,8889006
23967,8889007
23968,10000118
23969,10000118
23970,8889007
23971,8889008
23972,10000119
23973,10000119
23974,8889008
23975,8889009
23976,10000120
23977,10000120
23978,8889009
23979,8889010
23980,10000121
23981,10000121
23982,8889010
23983,8889011
23984,10000122
23985,10000122
23986,8889011
23987,8889012
23988,10000123
23989,10000123
23990,8889012
23991,8889013
23992,10000124
23993,10000124
23994,8889013
23995,8889014
23996,10000125
23997,10000125
23998,8889014
23999,8889015
24000,10000126
24001,10000126
24002,8889015
24003,8889016
24004,10000127
24005,10000127
24006,8889016
24007,8889017
24008,10000128
24009,10000128
24010,8889017
24011,8889018
24012,10000129
24013,10000129
24014,8889018
24015,8889019
24016,10000130
24017,10000130
24018,8889019
24019,8889020
24020,10000131
24021,10000131
24022,8889020
24023,8889021
24024,10000132
24025,10000132
24026,8889021
24027,8889022
24028,10000133
24029,10000133
24030,8889022
24031,8889023
24032,10000134
24033,10000134
24034,8889023
24035,8889024
24036,10000135
24037,10000135
24038,8889024
24039,8889025
24040,10000136
24041,10000136
24042,8889025
24043,8889026
24044,10000137
24045,10000137
24046,8889026
24047,8889027
24048,10000138
24049,10000138
24050,8889027
24051,8889028
24052,10000139
24053,10000139
24054,8889028
24055,8889029
24056,10000140
24057,10000140
24058,8889029
24059,8889030
24060,10000141
24061,10000141
24062,8889030
24063,8889031
24064,10000142
24065,10000142
24066,8889031
24067,8889032
24068,10000143
24069,10000143
24070,8889032
24071,8889033
24072,10000144
24073,10000144
24074,8889033
24075,8889034
24076,10000145
24077,10000145
24078,8889034
24079,8889035
24080,10000146
24081,10000146
24082,8889035
24083,8889036
24084,10000147
24085,10000147
24086,8889036
24087,8889037
24088,10000148
24089,10000148
24090,8889037
24091,8889038
24092,10000149
24093,10000149
24094,8889038
24095,8889039
24096,10000150
24097,10000150
24098,8889039
24099,8889040
24100,10000151
24101,10000151
24102,8889040
24103,8889041
24104,10000152
24105,10000152
24106,8889041
24107,8889042
24108,10000153
24109,10000153
24110,8889042
24111,8889043
24112,10000154
24113,10000154
24114,8889043
24115,8889044
24116,10000155
24117,10000155
24118,8889044
24119,8889045
24120,10000156
24121,10000156
24122,8889045
24123,8889046
24124,10000157
24125,10000157
24126,8889046
24127,8889047
24128,10000158
24129,10000158
24130,8889047
24131,8889048
24132,10000159
24133,10000159
24134,8889048
24135,8889049
24136,10000160
24137,10000160
24138,8889049
24139,8889050
24140,10000161
24141,10000161
24142,8889050
24143,8889051
24144,10000162
24145,10000162
24146,8889051
24147,8889052
24148,10000163
24149,10000163
24150,8889052
24151,8889053
24152,10000164
24153,10000164
24154,8889053
24155,8889054
24156,10000165
24157,10000165
24158,8889054
24159,8889055
24160,10000166
24161,10000166
24162,8889055
24163,8889056
24164,10000167
24165,10000167
24166,8889056
24167,8889057
24168,10000168
24169,10000168
24170,8889057
24171,8889058
24172,10000169
24173,10000169
24174,8889058
24175,8889059
24176,10000170
24177,10000170
24178,8889059
24179,8889060
24180,10000171
24181,10000171
24182,8889060
24183,8889061
24184,10000172
24185,10000172
24186,8889061
24187,8889062
24188,10000173
24189,10000173
24190,8889062
24191,8889063
24192,10000174
24193,10000174
24194,8889063
24195,8889064
24196,10000175
24197,10000175
24198,8889064
24199,8889065
24200,10000176
24201,10000176
24202,8889065
24203,8889066
24204,10000177
24205,10000177
24206,8889066
24207,8889067
24208,10000178
24209,10000178
24210,8889067
24211,8889068
24212,10000179
24213,10000179
24214,8889068
24215,8889069
24216,10000180
24217,10000180
24218,8889069
24219,8889070
24220,10000181
24221,10000181
24222,8889070
24223,8889071
24224,10000182
24225,10000182
24226,8889071
24227,8889072
24228,10000183
24229,10000183
24230,8889072
24231,8889073
24232,10000184
24233,10000184
24234,8889073
24235,8889074
24236,10000185
24237,10000185
24238,8889074
24239,8889075
24240,10000186
24241,10000186
24242,8889075
24243,8889076
24244,10000187
24245,10000187
24246,8889076
24247,8889077
24248,10000188
24249,10000188
24250,8889077
24251,8889078
24252,10000189
24253,10000189
24254,8889078
24255,8889079
24256,10000190
24257,10000190
24258,8889079
24259,8889080
24260,10000191
24261,10000191
24262,8889080
24263,8889081
24264,10000192
24265,10000192
24266,8889081
24267,8889082
24268,10000193
24269,10000193
24270,8889082
24271,8889083
24272,10000194
24273,10000194
24274,8889083
24275,8889084
24276,10000195
24277,10000195
24278,8889084
24279,8889085
24280,10000196
24281,10000196
24282,8889085
24283,8889086
24284,10000197
24285,10000197
24286,8889086
24287,8889087
24288,10000198
24289,10000198
24290,8889087
24291,8889088
24292,10000199
24293,10000199
24294,8889088
24295,8889089
24296,10000200
24297,10000200
24298,8889089
24299,8889090
24300,10000201
24301,10000201
24302,8889090
24303,8889091
24304,10000202
24305,10000202
24306,8889091
24307,8889092
24308,10000203
24309,10000203
24310,8889092
24311,8889093
24312,10000204
24313,10000204
24314,8889093
24315,8889094
24316,10000205
24317,10000205
24318,8889094
24319,8889095
24320,10000206
24321,10000206
24322,8889095
24323,8889096
24324,10000207
24325,10000207
24326,8889096
24327,8889097
24328,10000208
24329,10000208
24330,8889097
24331,8889098
24332,10000209
24333,10000209
24334,8889098
24335,8889099
24336,10000210
24337,10000210
24338,8889099
24339,8889100
24340,10000211
24341,10000211
24342,8889100
24343,8889101
24344,10000212
24345,10000212
24346,8889101
24347,8889102
24348,10000213
24349,10000213
24350,8889102
24351,8889103
24352,10000214
24353,10000214
24354,8889103
24355,8889104
24356,10000215
24357,10000215
24358,8889104
24359,8889105
24360,10000216
24361,10000216
24362,8889105
24363,8889106
24364,10000217
24365,10000217
24366,8889106
24367,8889107
24368,10000218
24369,10000218
24370,8889107
24371,8889108
24372,10000219
24373,10000219
24374,8889108
24375,8889109
24376,10000220
24377,10000220
24378,8889109
24379,8889110
24380,10000221
24381,10000221
24382,8889110
24383,8889111
24384,10000222
24385,10000222
24386,8889111
24387,8889112
24388,10000223
24389,10000223
24390,8889112
24391,8889113
24392,10000224
24393,10000224
24394,8889113
24395,8889114
24396,10000225
24397,10000225
24398,8889114
24399,8889115
24400,10000226
24401,10000226
24402,8889115
24403,8889116
24404,10000227
24405,10000227
24406,8889116
24407,8889117
24408,10000228
24409,10000228
24410,8889117
24411,8889118
24412,10000229
24413,10000229
24414,8889118
24415,8889119
24416,10000230
24417,10000230
24418,8889119
24419,8889120
24420,10000231
24421,10000231
24422,8889120
24423,8889121
24424,10000232
24425,10000232
24426,8889121
24427,8889122
24428,10000233
24429,10000233
24430,8889122
24431,8889123
24432,10000234
24433,10000234
24434,8889123
24435,8889124
24436,10000235
24437,10000235
24438,8889124
24439,8889125
24440,10000236
24441,10000236
24442,8889125
24443,8889126
24444,10000237
24445,10000237
24446,8889126
24447,8889127
24448,10000238
24449,10000238
24450,8889127
24451,8889128
24452,10000239
24453,10000239
24454,8889128
24455,8889129
24456,10000240
24457,10000240
24458,8889129
24459,8889130
24460,10000241
24461,10000241
24462,8889130
24463,8889131
24464,10000242
24465,10000242
24466,8889131
24467,8889132
24468,10000243
24469,10000243
24470,8889132
24471,8889133
24472,10000244
24473,10000244
24474,8889133
24475,8889134
24476,10000245
24477,10000245
24478,8889134
24479,8889135
24480,10000246
24481,10000246
24482,8889135
24483,8889136
24484,10000247
24485,10000247
24486,8889136
24487,8889137
24488,10000248
24489,10000248
24490,8889137
24491,8889138
24492,10000249
24493,10000249
24494,8889138
24495,8889139
24496,10000250
24497,10000250
24498,8889139
24499,8889140
24500,10000251
24501,10000251
